Word (he),Word (en),Root,Part of speech,Binyan,Meaning
מוּסְכָּמָה,muskama,"['ס', 'כ', 'ם']",Noun,feminine,"convention, consensus"
הֶסְכֵּם,heskem,"['ס', 'כ', 'ם']",Noun,"hektel pattern, masculine","agreement, accord, pact"
סִיכּוּם,sikum,"['ס', 'כ', 'ם']",Noun,"kittul pattern, masculine","summary, conclusion"
סְכוּם,schum,"['ס', 'כ', 'ם']",Noun,"ktul pattern, masculine","sum, amount (of money, etc.)"
לְסַכֵּם,lesakem,"['ס', 'כ', 'ם']",Verb,pi'el,"to summarize, to conclude"
לְהַסְכִּים,lehaskim,"['ס', 'כ', 'ם']",Verb,hif'il,"to agree, to consent"
לִסְכּוֹם,liskom,"['ס', 'כ', 'ם']",Verb,pa'al,"to sum up, to complete (rare)"
לְהִסְתַּכֵּם,lehistakem,"['ס', 'כ', 'ם']",Verb,hitpa'el,"to total, to amount to"
הַסְכָּמָה,haskama,"['ס', 'כ', 'ם']",Noun,"haktala pattern, feminine","consent, approval, agreement"
מְסוּכָּן,mesukan,"['ס', 'כ', 'ן']",Adjective,mekuttal pattern,"dangerous, perilous"
סוֹכְנוּת,sochnut,"['ס', 'כ', 'ן']",Noun,feminine,"agency, organisation"
סִיכּוּן,sikun,"['ס', 'כ', 'ן']",Noun,"kittul pattern, masculine","risk, danger"
סַכָּנָה,sakana,"['ס', 'כ', 'ן']",Noun,"kattala pattern, feminine",danger
סוֹכֵן,sochen,"['ס', 'כ', 'ן']",Noun,"kotel pattern, masculine",agent
לְסַכֵּן,lesaken,"['ס', 'כ', 'ן']",Verb,pi'el,"to endanger, to jeopardize"
לְהַסְכִּין,lehaskin,"['ס', 'כ', 'ן']",Verb,hif'il,"to put up with, to get used to, to get accustomed (ל־, עם)"
לְהִסְתַּכֵּן,lehistaken,"['ס', 'כ', 'ן']",Verb,hitpa'el,"to endanger oneself, to take a risk"
סַכִּין,sakin,"['ס', 'כ', 'ן']",Noun,"kattil pattern, masculine","knife, blade"
סִיכְסוּךְ,sichsuch,"['ס', 'כ', 'ס', 'ך']",Noun,"kittul pattern, masculine","disagreement, conflict"
לְהִסְתַּכְסֵךְ,lehistachsech,"['ס', 'כ', 'ס', 'ך']",Verb,hitpa'el,to get into an argument
לְסַכְסֵךְ,lesachsech,"['ס', 'כ', 'ס', 'ך']",Verb,pi'el,to arouse an argument
סוּכָּרִייָּה,sukariya,"['ס', 'כ', 'ר']",Noun,masculine,"candy, sweet"
לִסְכּוֹר,liskor,"['ס', 'כ', 'ר']",Verb,pa'al,"to dam, to occlude, to close off"
סוּכָּר,sukar,"['ס', 'כ', 'ר']",Noun,sugar,
סֶכֶר,secher,"['ס', 'כ', 'ר']",Noun,"ketel pattern, masculine","dam, floodgate"
לְהַסְכִּית,lehaskit,"['ס', 'כ', 'ת']",Verb,hif'il,"to pay attention, to listen closely (lit.)"
הֶסְכֵּת,hesket,"['ס', 'כ', 'ת']",Noun,"hektel pattern, masculine",podcast
תַּסְכִּית,taskit,"['ס', 'כ', 'ת']",Noun,"taktil pattern, masculine","radio play, radio drama"
סַל,sal,[],Noun,masculine,basket
סֶלֶבּ,seleb,[],Noun,masculine,"celeb, celebrity (slang)"
לְהִסְתַּלְבֵּט,lehistalbet,"['ס', 'ל', 'ב', 'ט']",Verb,hitpa'el,"to relax, to chill, to sit around (slang); to make fun of, to mock (על) (slang)"
לִסְלוֹד,lislod,"['ס', 'ל', 'ד']",Verb,pa'al,"to be revolted, disgusted by"
סְלִידָה,slida,"['ס', 'ל', 'ד']",Noun,"ktila pattern, feminine","disgust, revulsion"
סָלוֹן,salon,[],Noun,"salon, living room, parlour",
לִסְלוֹחַ,lisloach,"['ס', 'ל', 'ח']",Verb,pa'al,"to forgive, to pardon"
סְלִיחָה,slicha,"['ס', 'ל', 'ח']",Noun,"ktila pattern, feminine","pardon, forgiveness"
לְהִיסָּלֵחַ,lehisaleach,"['ס', 'ל', 'ח']",Verb,nif'al,to be forgiven
סָלָט,salat,[],Noun,masculine,🥗 salad
סוֹלְלָה,solela,"['ס', 'ל', 'ל']",Noun,feminine,"battery (electric or artillery); embankment, earthwork, mound"
לְהִיסָּלֵל,lehisalel,"['ס', 'ל', 'ל']",Verb,nif'al,"to be paved (of a road, path)"
לִסְלוֹל,lislol,"['ס', 'ל', 'ל']",Verb,pa'al,"to pave, to asphalt"
מְסִילָּה,mesila,"['ס', 'ל', 'ל']",Noun,"mekila pattern, feminine","track; railroad track; path, trajectory, orbit"
מַסְלוּל,maslul,"['ס', 'ל', 'ל']",Noun,"maktul pattern, masculine","path, track, course, trajectory; orbit; runway (airport); lane (traffic)"
הַסְלָמָה,haslama,"['ס', 'ל', 'ם']",Noun,"haktala pattern, feminine","escalation, to aggravation"
לְהַסְלִים,lehaslim,"['ס', 'ל', 'ם']",Verb,hif'il,"to escalate, to aggravate"
סוּלָּם,sulam,"['ס', 'ל', 'ם']",Noun,masculine,ladder; scale; music scale
סַלְסִילָּה,salsila,[],Noun,small basket,
לְהִסְתַּלְסֵל,lehistalsel,"['ס', 'ל', 'ס', 'ל']",Verb,hitpa'el,"to become curled, to curl up"
לְסַלְסֵל,lesalsel,"['ס', 'ל', 'ס', 'ל']",Verb,pi'el,to curl (hair); to trill (music)
סֶלַע,sela,"['ס', 'ל', 'ע']",Noun,"ketel pattern, masculine","rock, stone"
סִילּוּף,siluf,"['ס', 'ל', 'ף']",Noun,"kittul pattern, masculine","falsification, distortion"
לְסַלֵּף,lesalef,"['ס', 'ל', 'ף']",Verb,pi'el,"to distort (words), to corrupt"
לְהִסְתַּלֵּק,lehistalek,"['ס', 'ל', 'ק']",Verb,hitpa'el,"to leave, to go away"
סִילּוּק,siluk,"['ס', 'ל', 'ק']",Noun,"kittul pattern, masculine","removal, dismissal"
סֶלֶק,selek,"['ס', 'ל', 'ק']",Noun,"ketel pattern, masculine","beet, beetroot"
לְסַלֵּק,lesalek,"['ס', 'ל', 'ק']",Verb,pi'el,"to remove, to get rid of"
סְלִיק,slik,"['ס', 'ל', 'ק']",Noun,"ktil pattern, masculine","stash, hiding place"
סֶלֶרִי,seleri,[],Noun,masculine,celery
לְסַמֵּא,lesame,"['ס', 'מ', 'א']",Verb,pi'el,to blind (lit.)
לְהִסְתַּמֵּא,lehistame,"['ס', 'מ', 'א']",Verb,hitpa'el,"to become blind, to be blinded; to be dazed"
סִמְטָה,simta,[],Noun,feminine,"lane, alley, narrow passageway"
סָמוּי,samuy,"['ס', 'מ', 'ה']",Adjective,katul pattern,"hidden, concealed, secret"
סְמִיכוּת,smichut,"['ס', 'מ', 'ך']",Noun,feminine,"thickness, viscosity"
סְמִיכוּת,smichut,"['ס', 'מ', 'ך']",Noun,feminine,proximity; construct state (grammar)
לִסְמוֹךְ,lismoch,"['ס', 'מ', 'ך']",Verb,pa'al,"to rely on, to rest upon, to depend on (על)"
סַמְכוּת,samchut,"['ס', 'מ', 'ך']",Noun,"katlut pattern, feminine",authority; power of attorney
הַסְמָכָה,hasmacha,"['ס', 'מ', 'ך']",Noun,"haktala pattern, feminine","authorisation, ordination"
מִסְמָךְ,mismach,"['ס', 'מ', 'ך']",Noun,"miktal pattern, masculine","document, certificate"
סָמִיךְ,samich,"['ס', 'מ', 'ך']",Adjective,katil pattern,"thick, dense, viscous"
סָמוּךְ,samuch,"['ס', 'מ', 'ך']",Adjective,katul pattern,"adjacent; leaning on something (על); nearby, close to something"
סְמִיכָה,smicha,"['ס', 'מ', 'ך']",Noun,"ktila pattern, feminine","graduation, ordination; Rabbinical certification"
סֶמֶךְ,semech,"['ס', 'מ', 'ך']",Noun,"ketel pattern, masculine","basis, foundation, reliable source (rare)"
לְהִיסָּמֵךְ,lehisamech,"['ס', 'מ', 'ך']",Verb,nif'al,"to be based, to be supported by, to depend on (על)"
לְהַסְמִיךְ,lehasmich,"['ס', 'מ', 'ך']",Verb,hif'il,"to ordinate, to grant a degree; to thicken; to make closer, to bring near (lit.)"
לְהִסְתַּמֵּךְ,lehistamech,"['ס', 'מ', 'ך']",Verb,hitpa'el,to rely (on something or someone)
סֵמֶל,semel,"['ס', 'מ', 'ל']",Noun,"ketel pattern, masculine",symbol; emblem
סִמְלִי,simli,"['ס', 'מ', 'ל']",Adjective,"symbolic, token",
סַמָּל,samal,"['ס', 'מ', 'ל']",Noun,"kattal pattern, masculine",sergeant
לְסַמֵּל,lesamel,"['ס', 'מ', 'ל']",Verb,pi'el,"to symbolize, to indicate, to denote"
לְסַמֵּם,lesamem,"['ס', 'מ', 'ם']",Verb,pi'el,"to drug, to anesthetize"
סַם,sam,"['ס', 'מ', 'ם']",Noun,"ketel pattern, masculine","drug, narcotic"
סַמְמָן,sameman,[],Noun,masculine,characteristic
סִימּוּן,simun,"['ס', 'מ', 'ן']",Noun,"kittul pattern, masculine","signal, indication, marking"
לְהִסְתַּמֵּן,lehistamen,"['ס', 'מ', 'ן']",Verb,hitpa'el,"to appear, to become apparent"
תִּסְמוֹנֶת,tismonet,"['ס', 'מ', 'ן']",Noun,"tiktolet pattern, feminine",syndrome
תַּסְמִין,tasmin,"['ס', 'מ', 'ן']",Noun,"taktil pattern, masculine",symptom
לְסַמֵּן,lesamen,"['ס', 'מ', 'ן']",Verb,pi'el,"to indicate, to mark"
לְסַמֵּס,lesames,"['ס', 'מ', 'ס']",Verb,pi'el,"to text, to send an SMS to someone (slang) (ל-)"
לְסַמְפֵּט,lesampet,"['ס', 'מ', 'פ', 'ת']",Verb,pi'el,"to sympathise, to like (coll.)"
לְהַסְמִיק,lehasmik,"['ס', 'מ', 'ק']",Verb,hif'il,to blush
לִסְמוֹר,lismor,"['ס', 'מ', 'ר']",Verb,pa'al,"to bristle, to stiffen (of hair)"
מַסְמֵר,masmer,"['ס', 'מ', 'ר']",Noun,"maktel pattern, masculine",nail (carpentry)
לְסַמֵּר,lesamer,"['ס', 'מ', 'ר']",Verb,pi'el,"to nail, to glue; to bristle, to stiffen (of hair)"
סְמַרְטוּט,smartut,[],Noun,masculine,"rag, duster"
לְסַמְרֵר,lesamrer,"['ס', 'מ', 'ר', 'ר']",Verb,pi'el,"to frighten, to shock, to cause to shudder (lit.)"
סְנָאִי,sna'i,[],Noun,masculine,squirrel
סִנְגּוּר,singur,"['ס', 'נ', 'ג', 'ר']",Noun,"kittul pattern, masculine","defense (law), advocacy"
לְסַנְגֵּר,lesanger,"['ס', 'נ', 'ג', 'ר']",Verb,pi'el,"to defend (in court), to advocate (על)"
לְסַנְדֵּל,lesandel,"['ס', 'נ', 'ד', 'ל']",Verb,pi'el,to lock a car's wheels (coll.)
לְהִסְתַּנְווֵר,lehistanver,"['ס', 'נ', 'ו', 'ר']",Verb,hitpa'el,"to be dazzled, to be temporarily blinded"
סַנְווֵרִים,sanverim,"['ס', 'נ', 'ו', 'ר']",Noun,masculine,"dazzling, being dazzled (lit.)"
לְסַנְווֵר,lesanver,"['ס', 'נ', 'ו', 'ר']",Verb,pi'el,"to dazzle, to blind temporarily"
לְהִסְתַּנְווֵר,lehistanver,"['ס', 'נ', 'ו', 'ר']",Verb,hitpa'el,"to be dazzled, temporarily blinded"
סִינְווּר,sinvur,"['ס', 'נ', 'ו', 'ר']",Noun,"kittul pattern, masculine","dazzling, blinding temporarily"
הִסְתַּנְווְרוּת,histanverut,"['ס', 'נ', 'ו', 'ר']",Noun,"hitkattlut pattern, feminine","dazzling, being dazzled"
סַנְטֵר,santer,[],Noun,masculine,chin
מְסוּנְכְּרָן,mesunkran,"['ס', 'נ', 'כ', 'ר', 'ן']",Adjective,mekuttal pattern,synchronized
לְסַנְכְּרֵן,lesankren,"['ס', 'נ', 'כ', 'ר', 'ן']",Verb,pi'el,to synchronise (something)
לְהִסְתַּנְכְּרֵן,lehistankren,"['ס', 'נ', 'כ', 'ר', 'ן']",Verb,hitpa'el,"to synchronise, to get synchronised"
סִינְכְּרוּן,sinkrun,"['ס', 'נ', 'כ', 'ר', 'ן']",Noun,"kittul pattern, masculine",synchronisation
לְהִסְתַּנֵּן,lehistanen,"['ס', 'נ', 'ן']",Verb,hitpa'el,"to infiltrate, to be filtered"
סִינּוּן,sinun,"['ס', 'נ', 'ן']",Noun,"kittul pattern, masculine","filtration, sorting"
הִסְתַּנְּנוּת,histanenut,"['ס', 'נ', 'ן']",Noun,"hitkattlut pattern, feminine",infiltration
מַסְנֵן,masnen,"['ס', 'נ', 'ן']",Noun,"maktel pattern, masculine",filter
מְסוּנָּן,mesunan,"['ס', 'נ', 'ן']",Adjective,mekuttal pattern,"filtered, strained"
תַּסְנִין,tasnin,"['ס', 'נ', 'ן']",Noun,"taktil pattern, masculine",filtrate; infiltrate (medicine)
לְסַנֵּן,lesanen,"['ס', 'נ', 'ן']",Verb,pi'el,"to filter, to sieve, to refine"
מִסְנֶנֶת,misnenet,"['ס', 'נ', 'ן']",Noun,"miktelet pattern, feminine","colander, strainer, sieve"
לְסַנֵּף,lesanef,"['ס', 'נ', 'ף']",Verb,pi'el,"to affiliate, to incorporate, to annex"
לְהִסְתַּנֵּף,lehistanef,"['ס', 'נ', 'ף']",Verb,hitpa'el,"to be affiliated, to be incorporated, to be annexed"
סְנִיף,snif,"['ס', 'נ', 'ף']",Noun,"ktil pattern, masculine","branch, office (of a bank or another business)"
סַסְגּוֹנִי,sasgoni,[],Adjective,"colourful, variegated",
לִסְעוֹד,lis'od,"['ס', 'ע', 'ד']",Verb,pa'al,"to dine, to eat; to take care of, to nurse"
מִסְעָדָה,mis'ada,"['ס', 'ע', 'ד']",Noun,"miktala pattern, feminine",restaurant
סְעוּדָה,se'uda,"['ס', 'ע', 'ד']",Noun,"ktula pattern, feminine","meal, feast"
מִסְעָדָן,mis'adan,"['ס', 'ע', 'ד']",Noun,masculine,restaurateur
סִיעוּד,si'ud,"['ס', 'ע', 'ד']",Noun,"kittul pattern, masculine",nursing
לְהִסְתַּעֵף,lehista'ef,"['ס', 'ע', 'ף']",Verb,hitpa'el,to branch out
סְעִיף,se'if,"['ס', 'ע', 'ף']",Noun,"ktil pattern, masculine",paragraph; clause (law)
הִסְתַּעֲרוּת,hista'arut,"['ס', 'ע', 'ר']",Noun,"hitkattlut pattern, feminine","attack, assault, storming"
לְהִיסָּעֵר,lehisa'er,"['ס', 'ע', 'ר']",Verb,nif'al,"to be agitated, to be enraged"
לְהִסְתַּעֵר,lehista'er,"['ס', 'ע', 'ר']",Verb,hitpa'el,"to attack, to storm"
לְהַסְעִיר,lehas'ir,"['ס', 'ע', 'ר']",Verb,hif'il,to stir up emotions
סְעָרָה,se'ara,"['ס', 'ע', 'ר']",Noun,"ktala pattern, feminine","storm, tempest"
יַסְעוּר,yas'ur,"['ס', 'ע', 'ר']",Noun,"yaktul pattern, masculine","petrel, shearwater"
לִסְעוֹר,lis'or,"['ס', 'ע', 'ר']",Verb,pa'al,"to rage (of a storm); to be agitated, to be angry (lit.)"
מִסְפּוֹא,mispo,"['ס', 'פ', 'א']",Noun,"miktol pattern, masculine","fodder, animal feed"
לִסְפּוֹג,lispog,"['ס', 'פ', 'ג']",Verb,pa'al,"to absorb, to mop up"
לְהִיסָּפֵג,lehisafeg,"['ס', 'פ', 'ג']",Verb,nif'al,to be absorbed
סְפִיגָה,sfiga,"['ס', 'פ', 'ג']",Noun,"ktila pattern, feminine",absorption
לְהַסְפִּיג,lehaspig,"['ס', 'פ', 'ג']",Verb,hif'il,to soak; to impregnate
סוּפְגָּנִיָּה,sufganiya,"['ס', 'פ', 'ג']",Noun,doughnut,
סְפוֹג,sfog,"['ס', 'פ', 'ג']",Noun,"ktol pattern, masculine",sponge
לִסְפּוֹד,lispod,"['ס', 'פ', 'ד']",Verb,pa'al,to eulogize
לְהִיסָּפֵד,lehisafed,"['ס', 'פ', 'ד']",Verb,nif'al,"to be eulogized, mourned (lit.)"
לְהַסְפִּיד,lehaspid,"['ס', 'פ', 'ד']",Verb,hif'il,to eulogize
סַפָּה,sapa,[],Noun,feminine,"sofa, couch"
סְפּוֹרְט,sport,[],Noun,masculine,sports
סְפּוֹרְטַאי,sportay,[],Noun,masculine,sportsman
לְסַפֵּחַ,lesapeach,"['ס', 'פ', 'ח']",Verb,pi'el,to append; to annex
לִסְפּוֹחַ,lispoach,"['ס', 'פ', 'ח']",Verb,pa'al,"to absorb, to append"
לְהִסְתַּפֵּחַ,lehistapeach,"['ס', 'פ', 'ח']",Verb,hitpa'el,"to join, to become attached to"
סִיפּוּחַ,sipuach,"['ס', 'פ', 'ח']",Noun,"kittul pattern, masculine",annexation
סֶפַח,sefach,"['ס', 'פ', 'ח']",Noun,"ketel pattern, masculine","stub (of a ticket, voucher, etc.); attachment, addendum"
נִסְפָּח,nispach,"['ס', 'פ', 'ח']",Noun,"niktal pattern, masculine","appendix, addendum"
לְהִיסָּפֵחַ,lehisafeach,"['ס', 'פ', 'ח']",Verb,nif'al,to be appended
לִסְפּוֹת,lispot,"['ס', 'פ', 'ה']",Verb,pa'al,"to add (lit.), to bring to ruin (biblical)"
לְהִיסָּפוֹת,lehisafot,"['ס', 'פ', 'ה']",Verb,nif'al,"to die, to be killed (tragically)"
סַפִּיר,sapir,[],Noun,masculine,sapphire
סֵפֶל,sefel,"['ס', 'פ', 'ל']",Noun,"ketel pattern, masculine","cup, mug"
סֵפֶל,sefel,"['ס', 'פ', 'ל']",Noun,"ketel pattern, masculine","cup, mug"
סִיפּוּן,sipun,"['ס', 'פ', 'ן']",Noun,"kittul pattern, masculine",deck (of a ship)
סִפְנָה,sifna,"['ס', 'פ', 'ן']",Noun,"kitla pattern, feminine","ship, boat"
סַפָּן,sapan,"['ס', 'פ', 'ן']",Noun,"kattal pattern, masculine","sailor, seaman"
לִסְפּוֹן,lispon,"['ס', 'פ', 'ן']",Verb,pa'al,"to panel (walls, ceilings) (lit.); to conceal, to hide (lit.)"
סְפִינָה,sfina,"['ס', 'פ', 'ן']",Noun,"ktila pattern, feminine","⛵ ship, boat"
סַפְסָל,safsal,[],Noun,bench,
סַפְסָר,safsar,"['ס', 'פ', 'ס', 'ר']",Noun,"kattal pattern, masculine","profiteer, speculator"
לְסַפְסֵר,lesafser,"['ס', 'פ', 'ס', 'ר']",Verb,pi'el,"to profiteer, to speculate"
סַף,saf,"['ס', 'פ', 'ף']",Noun,"ketel pattern, masculine","threshold, doorstep"
סְפֶּצִיפִי,spetzifi,[],Adjective,specific,
סִיפּוּק,sipuk,"['ס', 'פ', 'ק']",Noun,"kittul pattern, masculine","satisfaction, contentment"
סְפִיקָה,sfika,"['ס', 'פ', 'ק']",Noun,"ktila pattern, feminine","sufficiency (esp. in compound אי־ספיקה: deficiency, failure)"
סְפִיקָה,sfika,"['ס', 'פ', 'ק']",Noun,"ktila pattern, feminine","flow rate, throughput"
לְהִסְתַּפֵּק,lehistapek,"['ס', 'פ', 'ק']",Verb,hitpa'el,to be satisfied (with something)
לְהַסְפִּיק,lehaspik,"['ס', 'פ', 'ק']",Verb,hif'il,"to be sufficient, to suffice; to succeed in doing something in time"
לִסְפּוֹק,lispok,"['ס', 'פ', 'ק']",Verb,pa'al,to clap (כפיים)
סַפָּק,sapak,"['ס', 'פ', 'ק']",Noun,"kattal pattern, masculine",supplier
סָפֵק,safek,"['ס', 'פ', 'ק']",Noun,"katel pattern, feminine","doubt, uncertainty"
הַסְפָּקָה,haspaka,"['ס', 'פ', 'ק']",Noun,"haktala pattern, feminine","supply, provision"
אַסְפָּקָה,aspaka,"['ס', 'פ', 'ק']",Noun,"aktala pattern, feminine","supply, provision"
לְסַפֵּק,lesapek,"['ס', 'פ', 'ק']",Verb,pi'el,"to supply, to provide; to satisfy"
לִסְפּוֹר,lispor,"['ס', 'פ', 'ר']",Verb,pa'al,"to count, to enumerate"
לְהִסְתַּפֵּר,lehistaper,"['ס', 'פ', 'ר']",Verb,hitpa'el,to get one's hair cut
סִפְרִייָּה,sifriya,"['ס', 'פ', 'ר']",Noun,feminine,library
תִּסְפּוֹרֶת,tisporet,"['ס', 'פ', 'ר']",Noun,"tiktolet pattern, feminine",haircut
סִיפּוּר,sipur,"['ס', 'פ', 'ר']",Noun,"kittul pattern, masculine","story, tale"
סֵפֶר,sefer,"['ס', 'פ', 'ר']",Noun,"ketel pattern, masculine",book
סַפָּר,sapar,"['ס', 'פ', 'ר']",Noun,"kattal pattern, masculine","barber, hairdresser"
סִפְרָה,sifra,"['ס', 'פ', 'ר']",Noun,"kitla pattern, feminine","digit, numeral"
מִסְפָּרָה,mispara,"['ס', 'פ', 'ר']",Noun,"miktala pattern, feminine",barbershop
מִסְפָּר,mispar,"['ס', 'פ', 'ר']",Noun,"miktal pattern, masculine",number
לְהִיסָּפֵר,lehisafer,"['ס', 'פ', 'ר']",Verb,nif'al,"to be counted, accounted for"
סִפְרוּת,sifrut,"['ס', 'פ', 'ר']",Noun,feminine,literature
סִפְרוּתִי,sifruti,"['ס', 'פ', 'ר']",Adjective,feminine,"literary, bookish"
סְפִירָה,sfira,"['ס', 'פ', 'ר']",Noun,"ktila pattern, feminine","count, counting; blood count (medicine); counting of years"
סַפְרָן,safran,"['ס', 'פ', 'ר']",Noun,"katlan pattern, masculine",librarian
לְסַפֵּר,lesaper,"['ס', 'פ', 'ר']",Verb,pi'el,"to relate, to tell (a story), to read; to cut (hair)"
מִסְפָּרַייִם,misparayim,"['ס', 'פ', 'ר']",Noun,"miktal pattern, masculine",✂️ scissors
סָפוּר,safur,"['ס', 'פ', 'ר']",Adjective,katul pattern,"counted; (in plural, literary) numbered, very few"
סוֹפֵר,sofer,"['ס', 'פ', 'ר']",Noun,"kotel pattern, masculine","writer, author; scribe"
סְפָרַד,sfarad,[],Noun,masculine,Spain
סְפָרַדִּי,sfaradi,[],Adjective,Spanish; Sephardic,
סִפְרוֹן,sifron,"['ס', 'פ', 'ר', 'ן']",Noun,masculine,"booklet, pamphlet, brochure"
לְסַפְרֵת,lesafret,"['ס', 'פ', 'ר', 'ת']",Verb,pi'el,"digitise, digitalise"
סְצֶנָה,stzena,[],Noun,scene; scandal (coll.),
סְקִילָה,skila,"['ס', 'ק', 'ל']",Noun,"ktila pattern, feminine","stoning, killing by stones"
לְהִיסָּקֵל,lehisakel,"['ס', 'ק', 'ל']",Verb,nif'al,"to be stoned, killed by stones"
לִסְקוֹל,liskol,"['ס', 'ק', 'ל']",Verb,pa'al,"to stone, to kill by stones"
לְסַקֵּל,lesakel,"['ס', 'ק', 'ל']",Verb,pi'el,to clear of stones (of a land plot)
סַקְרָן,sakran,"['ס', 'ק', 'ר']",Adjective,katlan pattern,"curious, inquisitive"
לִסְקוֹר,liskor,"['ס', 'ק', 'ר']",Verb,pa'al,"to examine, to investigate, to summarize"
לְהִיסָּקֵר,lehisaker,"['ס', 'ק', 'ר']",Verb,nif'al,to be described; to be surveyed
סֶקֶר,seker,"['ס', 'ק', 'ר']",Noun,"ketel pattern, masculine","survey, examination, study"
סְקִירָה,skira,"['ס', 'ק', 'ר']",Noun,"ktila pattern, feminine","survey, review, study, investigation, poll; description, summary"
לְסַקֵּר,lesaker,"['ס', 'ק', 'ר']",Verb,pi'el,"to cover, to make a summary (media)"
לְסַקְרֵן,lesakren,"['ס', 'ק', 'ר', 'ן']",Verb,pi'el,"to intrigue, to arouse curiosity"
לְהִסְתַּקְרֵן,lehistakren,"['ס', 'ק', 'ר', 'ן']",Verb,hitpa'el,"to be intrigued, to be curious about (מ־, על)"
סֵירוּב,seruv,"['ס', 'ר', 'ב']",Noun,"kittul pattern, masculine","refusal, rejection"
לְסָרֵב,lesarev,"['ס', 'ר', 'ב']",Verb,pi'el,"to refuse, to decline, to reject"
לְסַרְבֵּל,lesarbel,"['ס', 'ר', 'ב', 'ל']",Verb,pi'el,"to complicate, to encumber"
לִסְרוֹג,lisrog,"['ס', 'ר', 'ג']",Verb,pa'al,"to knit, to crochet"
מַסְרֵגָה,masrega,"['ס', 'ר', 'ג']",Noun,"maktela pattern, feminine",knitting needle
סְרִיגָה,sriga,"['ס', 'ר', 'ג']",Noun,"ktila pattern, feminine","knitting, crocheting"
לְהִיסָּרֵג,lehisareg,"['ס', 'ר', 'ג']",Verb,nif'al,"to be crocheted, to be knitted"
סַרְגֵּל,sargel,[],Noun,"📏 ruler, yardstick",
לְהַסְרִיחַ,lehasriach,"['ס', 'ר', 'ח']",Verb,hif'il,"to stink, to smell"
סֵירָחוֹן,serachon,"['ס', 'ר', 'ח']",Noun,"kittalon pattern, masculine","foul odor, stench, bad smell"
לִסְרוֹט,lisrot,"['ס', 'ר', 'ט']",Verb,pa'al,to scratch
לְהִיסָּרֵט,lehisaret,"['ס', 'ר', 'ט']",Verb,nif'al,"to be scratched, to be scraped"
הַסְרָטָה,hasrata,"['ס', 'ר', 'ט']",Noun,"haktala pattern, feminine","filming, shooting a film"
סֶרֶט,seret,"['ס', 'ר', 'ט']",Noun,"ketel pattern, masculine",film; ribbon; tape
מַסְרֵטָה,masreta,"['ס', 'ר', 'ט']",Noun,"maktela pattern, feminine","video camera, movie camera"
תַּסְרִיט,tasrit,"['ס', 'ר', 'ט']",Noun,"taktil pattern, masculine",script (of a movie)
סַרְטָן,sartan,"['ס', 'ר', 'ט']",Noun,"🦀 crab; cancer (disease); ♋ (astronomy, astrology)",
לְהַסְרִיט,lehasrit,"['ס', 'ר', 'ט']",Verb,hif'il,"to film, to shoot a film"
סִרְטוֹן,sirton,"['ס', 'ר', 'ט']",Noun,masculine,short video
סִירְטוּן,sirtun,"['ס', 'ר', 'ט', 'ן']",Noun,"kittul pattern, masculine",carcinogenesis
סֶרֶן,seren,"['ס', 'ר', 'ן']",Noun,"ketel pattern, masculine",axle
סֶרֶן,seren,"['ס', 'ר', 'ן']",Noun,"ketel pattern, masculine",captain (military)
לְסָרֵס,lesares,"['ס', 'ר', 'ס']",Verb,pi'el,to castrate; to distort (words)
סָרִיס,saris,"['ס', 'ר', 'ס']",Noun,"kattil pattern, masculine",eunuch; chamberlain (biblical)
סֵירוּס,serus,"['ס', 'ר', 'ס']",Noun,"kittul pattern, masculine","castration, emasculation; distortion, misquotation"
סַרְעֶפֶת,sar'efet,"['ס', 'ר', 'ע', 'ף']",Noun,"kattelet pattern, feminine",diaphragm (anatomy)
סִרְפָּד,sirpad,[],Noun,nettle,
סְרִיקָה,srika,"['ס', 'ר', 'ק']",Noun,"ktila pattern, feminine","combing; scan, close examination"
לְסָרֵק,lesarek,"['ס', 'ר', 'ק']",Verb,pi'el,to comb (hair)
לְהִסְתָּרֵק,lehistarek,"['ס', 'ר', 'ק']",Verb,hitpa'el,to comb one's hair
תִּסְרוֹקֶת,tisroket,"['ס', 'ר', 'ק']",Noun,"tiktolet pattern, feminine","hairdo, hair style"
מַסְרֵק,masrek,"['ס', 'ר', 'ק']",Noun,"maktel pattern, masculine",comb
לְהִיסָּרֵק,lehisarek,"['ס', 'ר', 'ק']",Verb,nif'al,"to be combed, to be searched; to be scanned"
לִסְרוֹק,lisrok,"['ס', 'ר', 'ק']",Verb,pa'al,to comb; to examine closely; to scan
סְרָק,srak,[],Noun,"futility, fruitlessness; useless, fruitless (in idioms)",
סוֹרֵר,sorer,"['ס', 'ר', 'ר']",Adjective,kotel pattern,"rebellious, stubborn"
סְתָיו,stav,"['ס', 'ת', 'ו']",Noun,"autumn, fall",
סָתוּם,satum,"['ס', 'ת', 'ם']",Adjective,katul pattern,"blocked, closed; unclear; dumb, stupid"
סְתָם,stam,[],Adverb,"without purpose, purposelessly; simply, just",
לְהִיסָּתֵם,lehisatem,"['ס', 'ת', 'ם']",Verb,nif'al,"to be blocked, to be stopped up"
לִסְתּוֹם,listom,"['ס', 'ת', 'ם']",Verb,pa'al,"to seal, to plug, to block; to fill (teeth)"
